lesson_id,form,graded,kind,question,choices,correct_answer,points,explanation
3-3,quiz,yes,mc,"When you graph equivalent ratios, the points will always form what shape?",A straight line through the origin | A curved line | A zigzag | A circle,A straight line through the origin,1,"Equivalent ratios are proportional, so their graph is always a straight line that passes through the origin (0, 0)."
3-3,quiz,yes,mc,"A ratio table shows (2, 8), (3, 12), and (5, 20). What is the y-value when x = 7?",28 | 24 | 21 | 35,28,1,"The ratio is y/x = 8/2 = 4. For every x, y = 4x. When x = 7: y = 4 × 7 = 28."
3-3,quiz,yes,mc,Which point would NOT be on the graph of the ratio 1:5?,"(3, 10) | (2, 10) | (4, 20) | (5, 25)","(3, 10)",1,"For the ratio 1:5, every y-value should be 5 times the x-value. (3, 10): 5 × 3 = 15, not 10. So (3, 10) does not belong."
3-3,quiz,yes,mc,"Points from a ratio table are plotted at (1, 4), (2, 8), and (3, 12). What is the ratio of y to x for each point?",4:1 | 1:4 | 2:8 | 3:4,4:1,1,"For each point: 4÷1 = 4, 8÷2 = 4, 12÷3 = 4. The ratio of y to x is always 4:1."
3-3,quiz,yes,mc,"Two students graph ratio tables. Student A plots (1,2), (2,4), (3,6). Student B plots (1,3), (2,6), (3,9). Whose line is steeper?",Student B | Student A | Same steepness | Cannot tell,Student B,1,"Student A's ratio is 1:2 (y goes up 2 for each 1 in x). Student B's ratio is 1:3 (y goes up 3 for each 1 in x). A higher rate of change means a steeper line, so Student B's is steeper."
3-3,quiz,yes,mc,"Exit Ticket: A ratio table shows cups of rice to cups of water: (1, 2), (2, 4), (3, 6). If you plot these points, the line passes through which point?","(5, 10) | (4, 6) | (5, 8) | (6, 10)","(5, 10)",1,"The ratio is 1:2, so for 5 cups of rice you need 5 × 2 = 10 cups of water. The point (5, 10) continues the pattern."
3-4,notes,no,short,A comparison of two quantities is a ___.,,,0,
3-4,notes,no,short,Equivalent ratios: ___,,,0,
3-4,notes,no,short,"A ratio that compares two quantities with different units, like miles per hour, is a ___.",,,0,
3-4,notes,no,short,An equation showing that two ratios are equal is a ___.,,,0,
3-4,notes,no,short,"Writing a ratio in its smallest equal form, like 6:9 = 2:3, is to ___ it.",,,0,
3-4,notes,no,paragraph,"Chef Montoya's soup serves 8 people, but she needs to serve 32. How many times bigger is the recipe, and what must she do to BOTH ingredients to keep the flavor?",,,0,
3-4,notes,no,paragraph,"Looking at the tomatoes-to-broth table (3:2, 6:4, 9:6, 12:8), how can you PROVE these ratios are all equivalent?",,,0,
3-4,notes,no,paragraph,The smoothie shop uses 2 cups of strawberries for every 3 cups of yogurt and needs 15 cups of yogurt. How is this the same as scaling Chef Montoya's soup?,,,0,
3-4,notes,no,paragraph,Apply what you learned.,,,0,
3-4,practice,no,mc,Which ratio is equivalent to 3:4?,9:12 | 4:3 | 3:8 | 6:7,,0,
3-4,practice,no,mc,Which ratio is NOT equivalent to 2:5?,4:9 | 4:10 | 6:15 | 8:20,,0,
3-4,practice,no,mc,"If 12:18 is written in simplest form, what is it?",2:3 | 6:9 | 3:2 | 4:6,,0,
3-4,practice,no,mc,"A paint mix uses 3:5 blue to white. To keep the same color with 15 parts white, how much blue?",9 | 12 | 5 | 8,,0,
3-4,practice,no,mc,Which ratio is equivalent to 2:5?,4:10 | 3:6 | 2:10 | 5:2,,0,
3-4,practice,no,mc,A recipe uses 4 eggs for every 6 cups of flour. Which ratio is equivalent?,2:3 | 8:10 | 4:3 | 6:4,,0,
3-4,practice,no,mc,Which ratio is NOT equivalent to 6:9?,3:5 | 2:3 | 12:18 | 18:27,,0,
3-4,practice,no,mc,What is the simplest form of the ratio 15:25?,3:5 | 5:3 | 1:5 | 15:25,,0,
3-4,practice,no,paragraph,Sort each pair of ratios: are they equivalent or not equivalent?,,,0,
3-4,practice,no,paragraph,Sort these ratios — which are equivalent to 3:4 and which are not?,,,0,
3-4,practice,no,mc,Marcus earns $45 for every 3 hours of work. How much does he earn in 8 hours?,$120 | $90 | $135 | $105,,0,
3-4,practice,no,paragraph,Complete the table.,,,0,
3-4,practice,no,short,Each part = 25 ÷ 5 = 5 cups. Juice = 3 × 5 = 15 cups. Water = 2 × 5 = 10 cups.  ,,,0,
3-4,practice,no,paragraph,Find Marcus's Mistake,,,0,
3-4,practice,no,paragraph,"A store sells 3 pens for $2. Another store sells 9 pens for $6. Are these equivalent ratios? If so, prove it using at least two different methods (simplifying, scaling, or cross-multiplying).",,,0,
3-4,practice,no,paragraph,Complete the table.,,,0,
3-4,quiz,yes,mc,Which ratio is equivalent to 3:4?,9:12 | 4:3 | 3:8 | 6:7,9:12,1,Multiply both parts of 3:4 by 3 to get 9:12.
3-4,quiz,yes,mc,Which ratio is NOT equivalent to 2:5?,4:9 | 4:10 | 6:15 | 8:20,4:9,1,4:9 is not 2:5 doubled (that would be 4:10). The others all reduce to 2:5.
3-4,quiz,yes,mc,"If 12:18 is written in simplest form, what is it?",2:3 | 6:9 | 3:2 | 4:6,2:3,1,12:18 divides by 6 to give 2:3.
3-4,quiz,yes,mc,"A paint mix uses 3:5 blue to white. To keep the same color with 15 parts white, how much blue?",9 | 12 | 5 | 8,9,1,"15 white is 3 times 5, so blue is 3 times 3 = 9."
3-4,quiz,yes,mc,Which ratio is equivalent to 2:5?,4:10 | 3:6 | 2:10 | 5:2,4:10,1,"Multiply both parts by 2: 2×2 = 4 and 5×2 = 10, so 4:10 is equivalent to 2:5."
3-4,quiz,yes,mc,A recipe uses 4 eggs for every 6 cups of flour. Which ratio is equivalent?,2:3 | 8:10 | 4:3 | 6:4,2:3,1,Divide both by 2: 4÷2 = 2 and 6÷2 = 3. The ratio 2:3 is equivalent to 4:6.
3-4,quiz,yes,mc,Which ratio is NOT equivalent to 6:9?,3:5 | 2:3 | 12:18 | 18:27,3:5,1,"6:9 simplifies to 2:3. Check each: 2:3 ✓, 12:18 = 2:3 ✓, 18:27 = 2:3 ✓. But 3:5 does not simplify to 2:3."
3-4,quiz,yes,mc,What is the simplest form of the ratio 15:25?,3:5 | 5:3 | 1:5 | 15:25,3:5,1,The GCF of 15 and 25 is 5. Divide both by 5: 15÷5 = 3 and 25÷5 = 5. The simplest form is 3:5.
3-4,quiz,yes,mc,Marcus earns $45 for every 3 hours of work. How much does he earn in 8 hours?,$120 | $90 | $135 | $105,$120,1,Unit rate: $45 ÷ 3 = $15/hour. In 8 hours: $15 × 8 = $120.
3-4,quiz,yes,mc,Sort each pair of ratios: are they equivalent or not equivalent? /  / Where does this belong?  2:4 and 3:6,Equivalent Ratios | NOT Equivalent,Equivalent Ratios,1,
3-4,quiz,yes,mc,Sort each pair of ratios: are they equivalent or not equivalent? /  / Where does this belong?  5:10 and 1:2,Equivalent Ratios | NOT Equivalent,Equivalent Ratios,1,
3-4,quiz,yes,mc,Sort each pair of ratios: are they equivalent or not equivalent? /  / Where does this belong?  3:7 and 6:12,Equivalent Ratios | NOT Equivalent,NOT Equivalent,1,
3-4,quiz,yes,mc,Sort each pair of ratios: are they equivalent or not equivalent? /  / Where does this belong?  4:9 and 8:16,Equivalent Ratios | NOT Equivalent,NOT Equivalent,1,
3-4,quiz,yes,mc,Sort these ratios — which are equivalent to 3:4 and which are not? /  / Where does this belong?  6:8,Equivalent to 3:4 | NOT Equivalent to 3:4,Equivalent to 3:4,1,
3-4,quiz,yes,mc,Sort these ratios — which are equivalent to 3:4 and which are not? /  / Where does this belong?  9:12,Equivalent to 3:4 | NOT Equivalent to 3:4,Equivalent to 3:4,1,
3-4,quiz,yes,mc,Sort these ratios — which are equivalent to 3:4 and which are not? /  / Where does this belong?  15:20,Equivalent to 3:4 | NOT Equivalent to 3:4,Equivalent to 3:4,1,
3-4,quiz,yes,mc,Sort these ratios — which are equivalent to 3:4 and which are not? /  / Where does this belong?  3:5,Equivalent to 3:4 | NOT Equivalent to 3:4,NOT Equivalent to 3:4,1,
3-4,quiz,yes,mc,Sort these ratios — which are equivalent to 3:4 and which are not? /  / Where does this belong?  4:3,Equivalent to 3:4 | NOT Equivalent to 3:4,NOT Equivalent to 3:4,1,
3-4,quiz,yes,mc,Sort these ratios — which are equivalent to 3:4 and which are not? /  / Where does this belong?  6:12,Equivalent to 3:4 | NOT Equivalent to 3:4,NOT Equivalent to 3:4,1,
3-4,quiz,yes,mc,"Exit Ticket: A store sells 5 notebooks for $8. At this rate, how much would 15 notebooks cost?",$24 | $18 | $20 | $40,$24,1,"15 is 3 times 5, so the cost is 3 × $8 = $24. The ratio 5:8 scales to 15:24."
3-5,notes,no,short,"A rate that tells the amount for exactly one unit, like 5 miles per 1 hour, is a ___.",,,0,
3-5,notes,no,short,Equivalent ratio: ___,,,0,
3-5,notes,no,short,To decide which ratio is greater or if they are equal is to ___ them.,,,0,
3-5,notes,no,short,Writing a ratio in its smallest equal form is to ___ it.,,,0,
3-5,notes,no,short,A denominator shared by two fractions so they can be compared is a ___.,,,0,
3-5,notes,no,paragraph,"Chef Reyes uses 3 tbsp cocoa for every 5 oz of milk, and Chef Tran uses 4 tbsp for every 7 oz. Can you tell whose cocoa is more chocolatey just by looking at the numbers? Why or why not?",,,0,
3-5,notes,no,paragraph,You scaled both recipes to 35 oz of milk: Chef Reyes became 21:35 and Chef Tran became 20:35. How does scaling to a common denominator let you compare the recipes fairly?,,,0,
3-5,notes,no,paragraph,"Two pizza shops have deals: Mario's sells 2 large pizzas for $18, and Sal's sells 3 for $25. How would you compare these to find the best price per pizza?",,,0,
3-5,notes,no,paragraph,Apply what you learned.,,,0,
3-5,practice,no,mc,Store A sells 3 pens for $6. Store B sells 5 pens for $9. Which is the better buy?,Store B | Store A | They are equal | Cannot tell,,0,
3-5,practice,no,mc,Which ratio is greater: 4:5 or 7:10?,4:5 | 7:10 | They are equal | Cannot compare,,0,
3-5,practice,no,mc,Recipe X uses 2 cups sugar per 8 cookies. Recipe Y uses 3 cups per 10 cookies. Which is sweeter per cookie?,Recipe Y | Recipe X | Same sweetness | Cannot tell,,0,
3-5,practice,no,mc,Team A won 6 of 10 games. Team B won 9 of 15 games. Which team has the better win ratio?,They are equal | Team A | Team B | Cannot tell,,0,
3-5,practice,no,mc,Chef A uses 2 cups of cheese for every 8 crackers. Chef B uses 3 cups of cheese for every 9 crackers. Who uses more cheese per cracker?,Chef B | Chef A | They use the same amount | Cannot determine,,0,
3-5,practice,no,mc,Which ratio is greater: 3:4 or 5:8?,3:4 | 5:8 | They are equal | Cannot determine,,0,
3-5,practice,no,mc,Which lemonade recipe is more lemony? Recipe A: 2 lemons for 6 cups of water. Recipe B: 3 lemons for 7 cups of water.,Recipe B | Recipe A | They are the same | Cannot determine,,0,
3-5,practice,no,mc,Which is the better deal: 4 apples for $3 or 6 apples for $5?,4 apples for $3 | 6 apples for $5 | They cost the same | Cannot determine,,0,
3-5,practice,no,paragraph,Complete the table.,,,0,
3-5,practice,no,paragraph,Match each scenario to the correct answer: Which ratio is greater?,,,0,
3-5,practice,no,mc,Store A sells 3 mangoes for $6. Store B sells 5 mangoes for $9. Which store offers a better price per mango?,Store B | Store A | Same price | Cannot determine,,0,
3-5,practice,no,paragraph,Complete the table.,,,0,
3-5,practice,no,paragraph,"Place each unit rate on the number line to compare: A = $0.60/oz, B = $0.75/oz, C = $0.50/oz",,,0,
3-5,practice,no,paragraph,Find Kai's Mistake,,,0,
3-5,practice,no,paragraph,"Store A sells 5 notebooks for $12. Store B sells 8 notebooks for $20. Without calculating, a student says Store B must be cheaper because you get more notebooks. Is the student's reasoning valid? Find the unit rates to prove your answer.",,,0,
3-5,practice,no,short,"Chef A: 2:3 → with 15 tbsp vinegar, oil = 10 tbsp. Chef B: 3:5 → with 15 tbsp vinegar, oil = 9 tbsp. Chef A uses more oil.  ",,,0,
3-5,quiz,yes,mc,Store A sells 3 pens for $6. Store B sells 5 pens for $9. Which is the better buy?,Store B | Store A | They are equal | Cannot tell,Store B,1,Store A is $2 per pen; Store B is $1.80 per pen. Store B is cheaper.
3-5,quiz,yes,mc,Which ratio is greater: 4:5 or 7:10?,4:5 | 7:10 | They are equal | Cannot compare,4:5,1,"4:5 = 8:10, which is greater than 7:10."
3-5,quiz,yes,mc,Recipe X uses 2 cups sugar per 8 cookies. Recipe Y uses 3 cups per 10 cookies. Which is sweeter per cookie?,Recipe Y | Recipe X | Same sweetness | Cannot tell,Recipe Y,1,X = 0.25 cup/cookie; Y = 0.30 cup/cookie. Y has more sugar per cookie.
3-5,quiz,yes,mc,Team A won 6 of 10 games. Team B won 9 of 15 games. Which team has the better win ratio?,They are equal | Team A | Team B | Cannot tell,They are equal,1,"6:10 = 3:5 and 9:15 = 3:5, so the win ratios are equal."
3-5,quiz,yes,mc,Chef A uses 2 cups of cheese for every 8 crackers. Chef B uses 3 cups of cheese for every 9 crackers. Who uses more cheese per cracker?,Chef B | Chef A | They use the same amount | Cannot determine,Chef B,1,Chef A: 2÷8 = 0.25 cups per cracker. Chef B: 3÷9 ≈ 0.33 cups per cracker. Chef B uses more cheese per cracker.
3-5,quiz,yes,mc,Which ratio is greater: 3:4 or 5:8?,3:4 | 5:8 | They are equal | Cannot determine,3:4,1,"Convert to the same denominator: 3:4 = 6:8. Since 6:8 > 5:8, the ratio 3:4 is greater."
3-5,quiz,yes,mc,Which lemonade recipe is more lemony? Recipe A: 2 lemons for 6 cups of water. Recipe B: 3 lemons for 7 cups of water.,Recipe B | Recipe A | They are the same | Cannot determine,Recipe B,1,"Recipe A: 2÷6 ≈ 0.33 lemons per cup. Recipe B: 3÷7 ≈ 0.43 lemons per cup. Since 0.43 > 0.33, Recipe B is more lemony."
3-5,quiz,yes,mc,Which is the better deal: 4 apples for $3 or 6 apples for $5?,4 apples for $3 | 6 apples for $5 | They cost the same | Cannot determine,4 apples for $3,1,"Deal 1: $3÷4 = $0.75 per apple. Deal 2: $5÷6 ≈ $0.83 per apple. $0.75 < $0.83, so 4 apples for $3 is the better deal."
3-5,quiz,yes,mc,Store A sells 3 mangoes for $6. Store B sells 5 mangoes for $9. Which store offers a better price per mango?,Store B | Store A | Same price | Cannot determine,Store B,1,Store A: $6÷3 = $2.00 per mango. Store B: $9÷5 = $1.80 per mango. Store B has the better (lower) price per mango.
3-5,quiz,yes,mc,Match each scenario to the correct answer: Which ratio is greater? /  / Where does this belong?  5:6 vs. 7:9 → 5:6 is greater,Correct Comparison | Incorrect Comparison,Correct Comparison,1,
3-5,quiz,yes,mc,Match each scenario to the correct answer: Which ratio is greater? /  / Where does this belong?  2:3 vs. 4:6 → they are equal,Correct Comparison | Incorrect Comparison,Correct Comparison,1,
3-5,quiz,yes,mc,Match each scenario to the correct answer: Which ratio is greater? /  / Where does this belong?  1:4 vs. 2:5 → 2:5 is greater,Correct Comparison | Incorrect Comparison,Correct Comparison,1,
3-5,quiz,yes,mc,Match each scenario to the correct answer: Which ratio is greater? /  / Where does this belong?  3:7 vs. 2:5 → 3:7 is greater,Correct Comparison | Incorrect Comparison,Incorrect Comparison,1,
3-5,quiz,yes,mc,Match each scenario to the correct answer: Which ratio is greater? /  / Where does this belong?  4:5 vs. 3:4 → 3:4 is greater,Correct Comparison | Incorrect Comparison,Incorrect Comparison,1,
3-5,quiz,yes,mc,Match each scenario to the correct answer: Which ratio is greater? /  / Where does this belong?  1:2 vs. 3:4 → they are equal,Correct Comparison | Incorrect Comparison,Incorrect Comparison,1,
3-5,quiz,yes,mc,Exit Ticket: A bakery sells 4 muffins for $10 and another bakery sells 6 muffins for $14. Which bakery has the lower price per muffin?,The second bakery | The first bakery | Same price | Cannot determine,The second bakery,1,First bakery: $10÷4 = $2.50 per muffin. Second bakery: $14÷6 ≈ $2.33 per muffin. The second bakery has the lower price.
3-6,notes,no,short,An equation that states two ratios are equal is a ___.,,,0,
3-6,notes,no,short,Multiplying the numerator of one ratio by the denominator of the other to check a proportion is to ___.,,,0,
3-6,notes,no,short,To multiply a ratio up or down by the same factor is to ___ it.,,,0,
3-6,notes,no,short,Two ratios that show the same comparison are ___.,,,0,
3-6,notes,no,short,The amount for exactly one unit is the ___.,,,0,
3-6,notes,no,paragraph,"Chef Reyes's recipe serves 8 people, but the banquet has 120 guests. How many times bigger is 120 than 8, and how does that scale factor help you adjust the tomatoes and mozzarella?",,,0,
3-6,notes,no,paragraph,"You sorted ratio pairs into equivalent and not equivalent. How does ratio reasoning, like cross-multiplying, prove that 4:7 and 12:21 are equivalent?",,,0,
3-6,notes,no,paragraph,"Where might ratio reasoning help you make a smart choice in real life, like shopping or cooking?",,,0,
3-6,notes,no,paragraph,Apply what you learned.,,,0,
3-6,practice,no,mc,"A car travels 150 miles using 5 gallons. At this rate, how far on 8 gallons?",240 miles | 210 miles | 30 miles | 300 miles,,0,
3-6,practice,no,mc,"If 4 workers build a wall in the same time pattern, and 4 workers lay 20 bricks per minute, how many bricks do 10 workers lay per minute at the same rate?",50 | 40 | 30 | 25,,0,
3-6,practice,no,mc,A map scale is 1 inch = 25 miles. Two cities are 4.5 inches apart. How far apart in real life?,112.5 miles | 100 miles | 125 miles | 29.5 miles,,0,
3-6,practice,no,mc,A printer prints 24 pages in 3 minutes. How many pages in 7 minutes?,56 | 48 | 63 | 21,,0,
3-6,practice,no,mc,A recipe uses 4 cups of broth for every 10 servings. How many cups of broth are needed for 30 servings?,12 | 8 | 14 | 40,,0,
3-6,practice,no,mc,Are the ratios 6:9 and 2:3 equivalent?,"Yes, both simplify to 2:3 | No, 6 ≠ 2 | Yes, because 6 + 9 = 15 | No, because 9 - 6 ≠ 3 - 2",,0,
3-6,practice,no,mc,"If 3 pounds of apples cost $6, how much do 7 pounds cost?",$14 | $13 | $10 | $21,,0,
3-6,practice,no,mc,Solve the proportion: 2/5 = x/20. What is x?,8 | 10 | 4 | 12,,0,
3-6,practice,no,paragraph,Complete the table.,,,0,
3-6,practice,no,paragraph,Complete the table.,,,0,
3-6,practice,no,mc,A chef uses the proportion 3/7 = x/28 to scale a recipe. What is x?,12 | 14 | 9 | 21,,0,
3-6,practice,no,short,Each part = 30 ÷ 5 = 6 cups. Nuts = 3 × 6 = 18 cups. Raisins = 2 × 6 = 12 cups.  ,,,0,
3-6,practice,no,paragraph,"For each proportion, sort whether it is set up correctly or incorrectly to solve '4 cups for 6 servings = ? cups for 18 servings'.",,,0,
3-6,practice,no,paragraph,Find Priya's Mistake,,,0,
3-6,practice,no,paragraph,A recipe serves 6 people and uses 4 cups of rice. You need to serve 15 people. Show two different methods to find how much rice you need: (1) using a scale factor and (2) using a unit rate.,,,0,
3-6,practice,no,paragraph,"Set up and solve the proportion: If 5 oranges cost $4, how much do 20 oranges cost? Balance both sides.",,,0,
3-6,quiz,yes,mc,"A car travels 150 miles using 5 gallons. At this rate, how far on 8 gallons?",240 miles | 210 miles | 30 miles | 300 miles,240 miles,1,150 ÷ 5 = 30 miles per gallon; 30 × 8 = 240 miles.
3-6,quiz,yes,mc,"If 4 workers build a wall in the same time pattern, and 4 workers lay 20 bricks per minute, how many bricks do 10 workers lay per minute at the same rate?",50 | 40 | 30 | 25,50,1,20 ÷ 4 = 5 bricks per worker; 5 × 10 = 50 bricks per minute.
3-6,quiz,yes,mc,A map scale is 1 inch = 25 miles. Two cities are 4.5 inches apart. How far apart in real life?,112.5 miles | 100 miles | 125 miles | 29.5 miles,112.5 miles,1,4.5 × 25 = 112.5 miles.
3-6,quiz,yes,mc,A printer prints 24 pages in 3 minutes. How many pages in 7 minutes?,56 | 48 | 63 | 21,56,1,24 ÷ 3 = 8 pages per minute; 8 × 7 = 56 pages.
3-6,quiz,yes,mc,A recipe uses 4 cups of broth for every 10 servings. How many cups of broth are needed for 30 servings?,12 | 8 | 14 | 40,12,1,Scale factor: 30 ÷ 10 = 3. Multiply broth by 3: 4 × 3 = 12 cups.
3-6,quiz,yes,mc,Are the ratios 6:9 and 2:3 equivalent?,"Yes, both simplify to 2:3 | No, 6 ≠ 2 | Yes, because 6 + 9 = 15 | No, because 9 - 6 ≠ 3 - 2","Yes, both simplify to 2:3",1,"Divide 6:9 by 3 to get 2:3. Since both ratios simplify to 2:3, they are equivalent."
3-6,quiz,yes,mc,"If 3 pounds of apples cost $6, how much do 7 pounds cost?",$14 | $13 | $10 | $21,$14,1,Unit rate: $6 ÷ 3 = $2 per pound. For 7 pounds: $2 × 7 = $14.
3-6,quiz,yes,mc,Solve the proportion: 2/5 = x/20. What is x?,8 | 10 | 4 | 12,8,1,Scale factor: 20 ÷ 5 = 4. Multiply: 2 × 4 = 8. So x = 8.
3-6,quiz,yes,mc,A chef uses the proportion 3/7 = x/28 to scale a recipe. What is x?,12 | 14 | 9 | 21,12,1,Scale factor: 28 ÷ 7 = 4. Multiply: 3 × 4 = 12. So x = 12.
3-6,quiz,yes,mc,"For each proportion, sort whether it is set up correctly or incorrectly to solve '4 cups for 6 servings = ? cups for 18 servings'. /  / Where does this belong?  4/6 = x/18",Correct Setup | Incorrect Setup,Correct Setup,1,
3-6,quiz,yes,mc,"For each proportion, sort whether it is set up correctly or incorrectly to solve '4 cups for 6 servings = ? cups for 18 servings'. /  / Where does this belong?  6/4 = 18/x",Correct Setup | Incorrect Setup,Correct Setup,1,
3-6,quiz,yes,mc,"For each proportion, sort whether it is set up correctly or incorrectly to solve '4 cups for 6 servings = ? cups for 18 servings'. /  / Where does this belong?  4/18 = x/6",Correct Setup | Incorrect Setup,Incorrect Setup,1,
3-6,quiz,yes,mc,"For each proportion, sort whether it is set up correctly or incorrectly to solve '4 cups for 6 servings = ? cups for 18 servings'. /  / Where does this belong?  6/18 = x/4",Correct Setup | Incorrect Setup,Incorrect Setup,1,
3-6,quiz,yes,mc,Exit Ticket: A recipe calls for 6 cups of flour for every 15 cookies. How many cups of flour are needed to make 45 cookies?,18 | 12 | 24 | 21,18,1,Scale factor: 45 ÷ 15 = 3. Multiply flour by 3: 6 × 3 = 18 cups of flour.
3-7,notes,no,short,A ratio comparing two quantities with different units is a ___.,,,0,
3-7,notes,no,short,"A rate for exactly one unit, like $3 per 1 pound, is a ___.",,,0,
3-7,notes,no,short,"The word that means 'for each' in a rate, like miles ___ hour, is ___.",,,0,
3-7,notes,no,short,Using a plan and math steps to find an answer to a real situation is ___.,,,0,
3-7,notes,no,short,An equation that two ratios are equal is a ___.,,,0,
3-7,notes,no,paragraph,"Team 1 knows 3 pounds of chicken cost $18. What was your plan to find the cost of just 1 pound, and why is that unit rate useful?",,,0,
3-7,notes,no,paragraph,Team 2 frosts 5 cupcakes every 4 minutes. How did you set up a rate or proportion to find how many cupcakes they frost in a longer time?,,,0,
3-7,notes,no,paragraph,"Tell about a real situation where rates matter, like speed, pay, or price, and explain how the unit rate helps you.",,,0,
3-7,notes,no,paragraph,Apply what you learned.,,,0,
3-7,practice,no,mc,A store sells 3 shirts for $36. How much would 5 shirts cost at the same rate?,$60 | $48 | $72 | $54,,0,
3-7,practice,no,mc,A recipe for 4 people uses 6 eggs. How many eggs for 10 people?,15 | 12 | 18 | 20,,0,
3-7,practice,no,mc,A runner covers 12 km in 4 hours. How long to cover 21 km at the same speed?,7 hours | 6 hours | 8 hours | 5 hours,,0,
3-7,practice,no,mc,5 notebooks cost $7.50. What is the cost of 12 notebooks?,$18.00 | $15.00 | $20.00 | $16.50,,0,
3-7,practice,no,mc,A bakery makes 24 cookies in 3 batches. What is the unit rate of cookies per batch?,8 cookies per batch | 3 cookies per batch | 24 cookies per batch | 6 cookies per batch,,0,
3-7,practice,no,mc,Apples cost $5 for 4 pounds. What is the cost per pound?,$1.25 | $0.80 | $1.50 | $4.00,,0,
3-7,practice,no,mc,"A cyclist rides 36 miles in 3 hours. At the same rate, how far will she ride in 5 hours?",60 miles | 48 miles | 72 miles | 45 miles,,0,
3-7,practice,no,mc,A printer prints 45 pages in 9 minutes. How many pages does it print per minute?,5 pages per minute | 9 pages per minute | 4 pages per minute | 45 pages per minute,,0,
3-7,practice,no,paragraph,Complete the table.,,,0,
3-7,practice,no,paragraph,Complete the table.,,,0,
3-7,practice,no,mc,A car travels 150 miles in 3 hours. A bus travels 200 miles in 5 hours. Which vehicle is faster?,The car | The bus | Same speed | Cannot determine,,0,
3-7,practice,no,paragraph,Sort each rate problem by the strategy that works BEST to solve it.,,,0,
3-7,practice,no,paragraph,"A runner goes 6 miles in 48 minutes. Place markers showing distance at 0, 16, 32, and 48 minutes.",,,0,
3-7,practice,no,paragraph,Find Mia's Mistake,,,0,
3-7,practice,no,paragraph,"A factory makes 240 widgets in 8 hours. Another factory makes 200 widgets in 5 hours. Which factory is faster? If both factories work together for 10 hours, how many total widgets would they produce?",,,0,
3-7,practice,no,paragraph,Complete the table.,,,0,
3-7,quiz,yes,mc,A store sells 3 shirts for $36. How much would 5 shirts cost at the same rate?,$60 | $48 | $72 | $54,$60,1,"Each shirt is $12, so 5 shirts cost $60."
3-7,quiz,yes,mc,A recipe for 4 people uses 6 eggs. How many eggs for 10 people?,15 | 12 | 18 | 20,15,1,6 ÷ 4 = 1.5 eggs per person; 1.5 × 10 = 15 eggs.
3-7,quiz,yes,mc,A runner covers 12 km in 4 hours. How long to cover 21 km at the same speed?,7 hours | 6 hours | 8 hours | 5 hours,7 hours,1,Speed is 3 km/h; 21 ÷ 3 = 7 hours.
3-7,quiz,yes,mc,5 notebooks cost $7.50. What is the cost of 12 notebooks?,$18.00 | $15.00 | $20.00 | $16.50,$18.00,1,Each notebook is $1.50; 12 × $1.50 = $18.00.
3-7,quiz,yes,mc,A bakery makes 24 cookies in 3 batches. What is the unit rate of cookies per batch?,8 cookies per batch | 3 cookies per batch | 24 cookies per batch | 6 cookies per batch,8 cookies per batch,1,Unit rate: 24 cookies ÷ 3 batches = 8 cookies per batch.
3-7,quiz,yes,mc,Apples cost $5 for 4 pounds. What is the cost per pound?,$1.25 | $0.80 | $1.50 | $4.00,$1.25,1,Unit rate: $5 ÷ 4 pounds = $1.25 per pound.
3-7,quiz,yes,mc,"A cyclist rides 36 miles in 3 hours. At the same rate, how far will she ride in 5 hours?",60 miles | 48 miles | 72 miles | 45 miles,60 miles,1,Unit rate: 36 ÷ 3 = 12 miles per hour. In 5 hours: 12 × 5 = 60 miles.
3-7,quiz,yes,mc,A printer prints 45 pages in 9 minutes. How many pages does it print per minute?,5 pages per minute | 9 pages per minute | 4 pages per minute | 45 pages per minute,5 pages per minute,1,Unit rate: 45 ÷ 9 = 5 pages per minute.
3-7,quiz,yes,mc,A car travels 150 miles in 3 hours. A bus travels 200 miles in 5 hours. Which vehicle is faster?,The car | The bus | Same speed | Cannot determine,The car,1,Car: 150÷3 = 50 mph. Bus: 200÷5 = 40 mph. The car travels faster at 50 mph vs. 40 mph.
3-7,quiz,yes,mc,Sort each rate problem by the strategy that works BEST to solve it. /  / Where does this belong?  Find cost per pound when 5 lb costs $12,Use Unit Rate | Use Ratio Table / Proportion,Use Unit Rate,1,
3-7,quiz,yes,mc,"Sort each rate problem by the strategy that works BEST to solve it. /  / Where does this belong?  If 3 shirts cost $24, find cost of 9 shirts",Use Unit Rate | Use Ratio Table / Proportion,Use Ratio Table / Proportion,1,
3-7,quiz,yes,mc,Sort each rate problem by the strategy that works BEST to solve it. /  / Where does this belong?  A car goes 55 mph — how far in 4 hours?,Use Unit Rate | Use Ratio Table / Proportion,Use Unit Rate,1,
3-7,quiz,yes,mc,Sort each rate problem by the strategy that works BEST to solve it. /  / Where does this belong?  Scale a recipe from 4 servings to 20 servings,Use Unit Rate | Use Ratio Table / Proportion,Use Ratio Table / Proportion,1,
3-7,quiz,yes,mc,"Exit Ticket: A printer prints 30 pages in 5 minutes. At this rate, how many pages will it print in 12 minutes?",72 | 60 | 36 | 42,72,1,Unit rate: 30 ÷ 5 = 6 pages per minute. In 12 minutes: 6 × 12 = 72 pages.
4-1,notes,no,short,A ratio that compares two quantities with different units is a ___.,,,0,
4-1,notes,no,short,A rate that tells the cost or amount for one unit is a ___.,,,0,
